season,home_team,away_team
1995,Phoenix Suns,Houston Rockets
1995,Indiana Pacers,New York Knicks
1995,Los Angeles Lakers,San Antonio Spurs
1995,Chicago Bulls,Orlando Magic
1995,Houston Rockets,Phoenix Suns
1995,New York Knicks,Indiana Pacers
1995,San Antonio Spurs,Los Angeles Lakers
1995,Orlando Magic,Chicago Bulls
1995,Phoenix Suns,Houston Rockets
1995,Chicago Bulls,Orlando Magic
1995,Houston Rockets,Phoenix Suns
1995,Los Angeles Lakers,San Antonio Spurs
1995,Indiana Pacers,New York Knicks
1995,Houston Rockets,Phoenix Suns
1995,Los Angeles Lakers,San Antonio Spurs
1995,Chicago Bulls,Orlando Magic
1995,Phoenix Suns,Houston Rockets
1995,Indiana Pacers,New York Knicks
1995,Orlando Magic,Chicago Bulls
1995,New York Knicks,Indiana Pacers
1995,Phoenix Suns,Houston Rockets
1995,San Antonio Spurs,Los Angeles Lakers
1995,New York Knicks,Indiana Pacers
1995,Utah Jazz,Houston Rockets
1995,Orlando Magic,Chicago Bulls
1995,San Antonio Spurs,Los Angeles Lakers
1995,Houston Rockets,Utah Jazz
1995,Boston Celtics,Orlando Magic
1995,Cleveland Cavaliers,New York Knicks
1995,Los Angeles Lakers,Seattle SuperSonics
1995,Chicago Bulls,Charlotte Hornets
1995,Houston Rockets,Utah Jazz
1995,Boston Celtics,Orlando Magic
1995,Chicago Bulls,Charlotte Hornets
1995,Atlanta Hawks,Indiana Pacers
1995,Denver Nuggets,San Antonio Spurs
1995,Los Angeles Lakers,Seattle SuperSonics
1995,Cleveland Cavaliers,New York Knicks
1995,Orlando Magic,Boston Celtics
1995,San Antonio Spurs,Denver Nuggets
1995,Charlotte Hornets,Chicago Bulls
1995,Utah Jazz,Houston Rockets
1995,Indiana Pacers,Atlanta Hawks
1995,Seattle SuperSonics,Los Angeles Lakers
1995,New York Knicks,Cleveland Cavaliers
1995,Charlotte Hornets,Chicago Bulls
1995,Orlando Magic,Boston Celtics
1995,San Antonio Spurs,Denver Nuggets
1995,New York Knicks,Cleveland Cavaliers
1995,Seattle SuperSonics,Los Angeles Lakers
1995,Utah Jazz,Houston Rockets
1995,Indiana Pacers,Atlanta Hawks
1995,Washington Bullets,Philadelphia 76ers
1995,Houston Rockets,Utah Jazz
1995,Minnesota Timberwolves,San Antonio Spurs
1995,Phoenix Suns,Seattle SuperSonics
1995,Miami Heat,Detroit Pistons
1995,Milwaukee Bucks,Chicago Bulls
1995,Charlotte Hornets,Cleveland Cavaliers
1995,New York Knicks,Orlando Magic
1995,Indiana Pacers,Atlanta Hawks
1995,Denver Nuggets,Sacramento Kings
1995,Los Angeles Clippers,Dallas Mavericks
1995,New Jersey Nets,Boston Celtics
1995,Golden State Warriors,Denver Nuggets
1995,Chicago Bulls,Charlotte Hornets
1995,Boston Celtics,New York Knicks
1995,Atlanta Hawks,Detroit Pistons
1995,Orlando Magic,Indiana Pacers
1995,Utah Jazz,Minnesota Timberwolves
1995,Cleveland Cavaliers,Milwaukee Bucks
1995,New Jersey Nets,Washington Bullets
1995,San Antonio Spurs,Los Angeles Clippers
1995,Phoenix Suns,Dallas Mavericks
1995,Philadelphia 76ers,Miami Heat
1995,Sacramento Kings,Seattle SuperSonics
1995,Seattle SuperSonics,Houston Rockets
1995,Dallas Mavericks,San Antonio Spurs
1995,Charlotte Hornets,New York Knicks
1995,Golden State Warriors,Sacramento Kings
1995,Chicago Bulls,Detroit Pistons
1995,New Jersey Nets,Atlanta Hawks
1995,Cleveland Cavaliers,Miami Heat
1995,Washington Bullets,Orlando Magic
1995,Utah Jazz,Houston Rockets
1995,Milwaukee Bucks,Boston Celtics
1995,Indiana Pacers,Philadelphia 76ers
1995,Denver Nuggets,Minnesota Timberwolves
1995,Detroit Pistons,Cleveland Cavaliers
1995,Minnesota Timberwolves,Utah Jazz
1995,Dallas Mavericks,Los Angeles Clippers
1995,Los Angeles Lakers,Seattle SuperSonics
1995,Phoenix Suns,Sacramento Kings
1995,San Antonio Spurs,Denver Nuggets
1995,Houston Rockets,Los Angeles Clippers
1995,Miami Heat,Chicago Bulls
1995,Orlando Magic,Washington Bullets
1995,Boston Celtics,New Jersey Nets
1995,New York Knicks,Milwaukee Bucks
1995,Philadelphia 76ers,Charlotte Hornets
1995,Denver Nuggets,San Antonio Spurs
1995,Los Angeles Lakers,Dallas Mavericks
1995,Indiana Pacers,Minnesota Timberwolves
1995,Chicago Bulls,New York Knicks
1995,Charlotte Hornets,Atlanta Hawks
1995,Boston Celtics,Detroit Pistons
1995,Golden State Warriors,Seattle SuperSonics
1995,Washington Bullets,Milwaukee Bucks
1995,Houston Rockets,Sacramento Kings
1995,Miami Heat,Orlando Magic
1995,New Jersey Nets,Philadelphia 76ers
1995,Utah Jazz,Los Angeles Clippers
1995,Phoenix Suns,Los Angeles Lakers
1995,Denver Nuggets,Phoenix Suns
1995,San Antonio Spurs,Sacramento Kings
1995,Cleveland Cavaliers,Atlanta Hawks
1995,Indiana Pacers,New York Knicks
1995,Detroit Pistons,Charlotte Hornets
1995,Minnesota Timberwolves,Milwaukee Bucks
1995,Utah Jazz,Golden State Warriors
1995,Miami Heat,Cleveland Cavaliers
1995,New York Knicks,Washington Bullets
1995,Los Angeles Clippers,Denver Nuggets
1995,Philadelphia 76ers,New Jersey Nets
1995,Seattle SuperSonics,Dallas Mavericks
1995,Boston Celtics,Orlando Magic
1995,Phoenix Suns,San Antonio Spurs
1995,Sacramento Kings,Los Angeles Lakers
1995,Detroit Pistons,Chicago Bulls
1995,Charlotte Hornets,New Jersey Nets
1995,Atlanta Hawks,Washington Bullets
1995,Minnesota Timberwolves,Golden State Warriors
1995,Utah Jazz,Los Angeles Lakers
1995,Seattle SuperSonics,Phoenix Suns
1995,Milwaukee Bucks,Detroit Pistons
1995,New York Knicks,Miami Heat
1995,Los Angeles Clippers,Sacramento Kings
1995,Philadelphia 76ers,Atlanta Hawks
1995,Chicago Bulls,Indiana Pacers
1995,Houston Rockets,Dallas Mavericks
1995,Orlando Magic,Cleveland Cavaliers
1995,Charlotte Hornets,Boston Celtics
1995,Dallas Mavericks,Golden State Warriors
1995,Minnesota Timberwolves,Denver Nuggets
1995,Los Angeles Lakers,San Antonio Spurs
1995,Washington Bullets,Boston Celtics
1995,Denver Nuggets,Houston Rockets
1995,Milwaukee Bucks,Atlanta Hawks
1995,Cleveland Cavaliers,Chicago Bulls
1995,Indiana Pacers,Charlotte Hornets
1995,Golden State Warriors,San Antonio Spurs
1995,New York Knicks,Detroit Pistons
1995,Dallas Mavericks,Seattle SuperSonics
1995,New Jersey Nets,Miami Heat
1995,Philadelphia 76ers,Orlando Magic
1995,Sacramento Kings,Los Angeles Clippers
1995,Milwaukee Bucks,New Jersey Nets
1995,Boston Celtics,Philadelphia 76ers
1995,Chicago Bulls,Cleveland Cavaliers
1995,Dallas Mavericks,Minnesota Timberwolves
1995,Atlanta Hawks,Indiana Pacers
1995,Washington Bullets,Charlotte Hornets
1995,Los Angeles Lakers,Utah Jazz
1995,Detroit Pistons,Orlando Magic
1995,Washington Bullets,Phoenix Suns
1995,Sacramento Kings,San Antonio Spurs
1995,Golden State Warriors,Houston Rockets
1995,Denver Nuggets,Seattle SuperSonics
1995,Dallas Mavericks,Los Angeles Lakers
1995,Atlanta Hawks,Cleveland Cavaliers
1995,Indiana Pacers,Washington Bullets
1995,New Jersey Nets,Chicago Bulls
1995,Charlotte Hornets,Philadelphia 76ers
1995,Orlando Magic,Detroit Pistons
1995,Milwaukee Bucks,New York Knicks
1995,Sacramento Kings,Houston Rockets
1995,Miami Heat,Philadelphia 76ers
1995,Golden State Warriors,Phoenix Suns
1995,Los Angeles Clippers,San Antonio Spurs
1995,Utah Jazz,Seattle SuperSonics
1995,Cleveland Cavaliers,Boston Celtics
1995,New York Knicks,Indiana Pacers
1995,Denver Nuggets,Los Angeles Lakers
1995,Los Angeles Lakers,Orlando Magic
1995,Miami Heat,Charlotte Hornets
1995,Boston Celtics,Dallas Mavericks
1995,Seattle SuperSonics,Atlanta Hawks
1995,San Antonio Spurs,Phoenix Suns
1995,New Jersey Nets,New York Knicks
1995,Cleveland Cavaliers,Denver Nuggets
1995,Detroit Pistons,Washington Bullets
1995,Chicago Bulls,Philadelphia 76ers
1995,Los Angeles Clippers,Utah Jazz
1995,Houston Rockets,Milwaukee Bucks
1995,Golden State Warriors,Minnesota Timberwolves
1995,Phoenix Suns,Minnesota Timberwolves
1995,Seattle SuperSonics,Sacramento Kings
1995,San Antonio Spurs,Milwaukee Bucks
1995,Cleveland Cavaliers,Washington Bullets
1995,Los Angeles Lakers,Atlanta Hawks
1995,New York Knicks,Dallas Mavericks
1995,Boston Celtics,Miami Heat
1995,Utah Jazz,Orlando Magic
1995,Indiana Pacers,Denver Nuggets
1995,Los Angeles Clippers,Houston Rockets
1995,Charlotte Hornets,Dallas Mavericks
1995,Chicago Bulls,Boston Celtics
1995,Golden State Warriors,Atlanta Hawks
1995,Sacramento Kings,Phoenix Suns
1995,Washington Bullets,Miami Heat
1995,Seattle SuperSonics,Minnesota Timberwolves
1995,Indiana Pacers,Cleveland Cavaliers
1995,Philadelphia 76ers,Charlotte Hornets
1995,Detroit Pistons,New York Knicks
1995,San Antonio Spurs,Los Angeles Lakers
1995,New Jersey Nets,Golden State Warriors
1995,Houston Rockets,Los Angeles Lakers
1995,New York Knicks,Chicago Bulls
1995,Miami Heat,Boston Celtics
1995,Phoenix Suns,Utah Jazz
1995,Sacramento Kings,Orlando Magic
1995,Dallas Mavericks,Milwaukee Bucks
1995,Denver Nuggets,Los Angeles Clippers
1995,Indiana Pacers,New Jersey Nets
1995,Detroit Pistons,San Antonio Spurs
1995,Utah Jazz,Washington Bullets
1995,Minnesota Timberwolves,Sacramento Kings
1995,Los Angeles Lakers,Houston Rockets
1995,Seattle SuperSonics,New York Knicks
1995,Orlando Magic,Golden State Warriors
1995,Los Angeles Clippers,New York Knicks
1995,Charlotte Hornets,Cleveland Cavaliers
1995,Philadelphia 76ers,Indiana Pacers
1995,Miami Heat,New Jersey Nets
1995,Detroit Pistons,Boston Celtics
1995,Atlanta Hawks,Chicago Bulls
1995,Milwaukee Bucks,San Antonio Spurs
1995,Dallas Mavericks,Utah Jazz
1995,Miami Heat,Golden State Warriors
1995,Los Angeles Lakers,Washington Bullets
1995,Indiana Pacers,Sacramento Kings
1995,Chicago Bulls,Orlando Magic
1995,Minnesota Timberwolves,San Antonio Spurs
1995,Cleveland Cavaliers,Atlanta Hawks
1995,Philadelphia 76ers,Boston Celtics
1995,Phoenix Suns,Houston Rockets
1995,Milwaukee Bucks,Los Angeles Clippers
1995,Denver Nuggets,New York Knicks
1995,Orlando Magic,Charlotte Hornets
1995,Houston Rockets,Utah Jazz
1995,Seattle SuperSonics,Washington Bullets
1995,Detroit Pistons,Dallas Mavericks
1995,Philadelphia 76ers,Golden State Warriors
1995,Utah Jazz,Denver Nuggets
1995,Indiana Pacers,Los Angeles Clippers
1995,Cleveland Cavaliers,Sacramento Kings
1995,Boston Celtics,Chicago Bulls
1995,Minnesota Timberwolves,Dallas Mavericks
1995,Atlanta Hawks,Miami Heat
1995,New Jersey Nets,San Antonio Spurs
1995,New York Knicks,Charlotte Hornets
1995,Milwaukee Bucks,Golden State Warriors
1995,Orlando Magic,Phoenix Suns
1995,Detroit Pistons,New Jersey Nets
1995,Houston Rockets,Seattle SuperSonics
1995,Miami Heat,Indiana Pacers
1995,Atlanta Hawks,Los Angeles Clippers
1995,Cleveland Cavaliers,Dallas Mavericks
1995,San Antonio Spurs,Seattle SuperSonics
1995,Sacramento Kings,Denver Nuggets
1995,Miami Heat,Phoenix Suns
1995,Golden State Warriors,Detroit Pistons
1995,Houston Rockets,Philadelphia 76ers
1995,Washington Bullets,Cleveland Cavaliers
1995,Charlotte Hornets,Utah Jazz
1995,Los Angeles Lakers,Sacramento Kings
1995,Minnesota Timberwolves,Los Angeles Clippers
1995,Indiana Pacers,Chicago Bulls
1995,Milwaukee Bucks,Boston Celtics
1995,Atlanta Hawks,Phoenix Suns
1995,Seattle SuperSonics,Detroit Pistons
1995,San Antonio Spurs,Dallas Mavericks
1995,New York Knicks,New Jersey Nets
1995,Dallas Mavericks,Philadelphia 76ers
1995,Washington Bullets,New York Knicks
1995,Chicago Bulls,Milwaukee Bucks
1995,Minnesota Timberwolves,Cleveland Cavaliers
1995,Los Angeles Clippers,Miami Heat
1995,New Jersey Nets,Utah Jazz
1995,Los Angeles Lakers,Boston Celtics
1995,Sacramento Kings,Golden State Warriors
1995,Indiana Pacers,Orlando Magic
1995,Houston Rockets,Minnesota Timberwolves
1995,Cleveland Cavaliers,Utah Jazz
1995,Seattle SuperSonics,Miami Heat
1995,Charlotte Hornets,Phoenix Suns
1995,San Antonio Spurs,Philadelphia 76ers
1995,Denver Nuggets,Sacramento Kings
1995,Los Angeles Clippers,Detroit Pistons
1995,Indiana Pacers,Milwaukee Bucks
1995,Chicago Bulls,Atlanta Hawks
1995,New Jersey Nets,Orlando Magic
1995,Golden State Warriors,Los Angeles Lakers
1995,Orlando Magic,Utah Jazz
1995,Milwaukee Bucks,Charlotte Hornets
1995,Phoenix Suns,Detroit Pistons
1995,Washington Bullets,Chicago Bulls
1995,Seattle SuperSonics,Boston Celtics
1995,Sacramento Kings,Dallas Mavericks
1995,San Antonio Spurs,Minnesota Timberwolves
1995,Philadelphia 76ers,Houston Rockets
1995,New York Knicks,Denver Nuggets
1995,Atlanta Hawks,Houston Rockets
1995,Golden State Warriors,Dallas Mavericks
1995,Charlotte Hornets,Washington Bullets
1995,Los Angeles Lakers,Indiana Pacers
1995,Phoenix Suns,Golden State Warriors
1995,Detroit Pistons,Seattle SuperSonics
1995,Orlando Magic,San Antonio Spurs
1995,Milwaukee Bucks,Denver Nuggets
1995,Miami Heat,Utah Jazz
1995,Philadelphia 76ers,Cleveland Cavaliers
1995,Los Angeles Clippers,Sacramento Kings
1995,Boston Celtics,Atlanta Hawks
1995,Chicago Bulls,Los Angeles Lakers
1995,New York Knicks,Seattle SuperSonics
1995,Charlotte Hornets,Miami Heat
1995,Washington Bullets,New Jersey Nets
1995,Houston Rockets,Dallas Mavericks
1995,Minnesota Timberwolves,Los Angeles Lakers
1995,Detroit Pistons,Denver Nuggets
1995,Atlanta Hawks,New York Knicks
1995,Utah Jazz,Sacramento Kings
1995,Phoenix Suns,Indiana Pacers
1995,Washington Bullets,Milwaukee Bucks
1995,Boston Celtics,New Jersey Nets
1995,Los Angeles Clippers,Golden State Warriors
1995,Philadelphia 76ers,San Antonio Spurs
1995,Chicago Bulls,Cleveland Cavaliers
1995,Charlotte Hornets,Seattle SuperSonics
1995,Sacramento Kings,Indiana Pacers
1995,Cleveland Cavaliers,San Antonio Spurs
1995,Atlanta Hawks,Denver Nuggets
1995,Utah Jazz,Dallas Mavericks
1995,Orlando Magic,Los Angeles Lakers
1995,Boston Celtics,New York Knicks
1995,Golden State Warriors,Los Angeles Clippers
1995,Washington Bullets,Detroit Pistons
1995,Minnesota Timberwolves,Seattle SuperSonics
1995,Philadelphia 76ers,New Jersey Nets
1995,Cleveland Cavaliers,Detroit Pistons
1995,Sacramento Kings,Utah Jazz
1995,Miami Heat,Los Angeles Lakers
1995,San Antonio Spurs,Indiana Pacers
1995,Houston Rockets,Phoenix Suns
1995,Dallas Mavericks,Denver Nuggets
1995,New York Knicks,Boston Celtics
1995,Seattle SuperSonics,Golden State Warriors
1995,Los Angeles Clippers,Minnesota Timberwolves
1995,Orlando Magic,Atlanta Hawks
1995,New Jersey Nets,Milwaukee Bucks
1995,Los Angeles Lakers,Minnesota Timberwolves
1995,Sacramento Kings,Charlotte Hornets
1995,Miami Heat,Washington Bullets
1995,Golden State Warriors,Phoenix Suns
1995,San Antonio Spurs,Houston Rockets
1995,Cleveland Cavaliers,New York Knicks
1995,Philadelphia 76ers,Chicago Bulls
1995,Indiana Pacers,Boston Celtics
1995,Dallas Mavericks,Detroit Pistons
1995,Los Angeles Clippers,Denver Nuggets
1995,San Antonio Spurs,Orlando Magic
1995,Golden State Warriors,Charlotte Hornets
1995,Denver Nuggets,Miami Heat
1995,Minnesota Timberwolves,Houston Rockets
1995,Phoenix Suns,Seattle SuperSonics
1995,Boston Celtics,Milwaukee Bucks
1995,Los Angeles Lakers,Sacramento Kings
1995,Atlanta Hawks,Detroit Pistons
1995,Washington Bullets,Indiana Pacers
1995,New Jersey Nets,Philadelphia 76ers
1995,Houston Rockets,Orlando Magic
1995,Milwaukee Bucks,Atlanta Hawks
1995,New York Knicks,Chicago Bulls
1995,Los Angeles Clippers,Seattle SuperSonics
1995,Dallas Mavericks,Cleveland Cavaliers
1995,Chicago Bulls,Miami Heat
1995,Sacramento Kings,Minnesota Timberwolves
1995,Boston Celtics,Washington Bullets
1995,Detroit Pistons,Indiana Pacers
1995,Golden State Warriors,Utah Jazz
1995,Los Angeles Lakers,Phoenix Suns
1995,Milwaukee Bucks,Miami Heat
1995,Los Angeles Clippers,Phoenix Suns
1995,Orlando Magic,New York Knicks
1995,Denver Nuggets,Minnesota Timberwolves
1995,San Antonio Spurs,Cleveland Cavaliers
1995,Dallas Mavericks,Houston Rockets
1995,Washington Bullets,Philadelphia 76ers
1995,Boston Celtics,Indiana Pacers
1995,Houston Rockets,Cleveland Cavaliers
1995,Chicago Bulls,New Jersey Nets
1995,Detroit Pistons,Milwaukee Bucks
1995,Seattle SuperSonics,Charlotte Hornets
1995,Los Angeles Lakers,Utah Jazz
1995,Atlanta Hawks,Sacramento Kings
1995,Orlando Magic,Chicago Bulls
1995,Denver Nuggets,Utah Jazz
1995,Phoenix Suns,Charlotte Hornets
1995,New York Knicks,Philadelphia 76ers
1995,Indiana Pacers,Dallas Mavericks
1995,San Antonio Spurs,Golden State Warriors
1995,Minnesota Timberwolves,Miami Heat
1995,Washington Bullets,Sacramento Kings
1995,Houston Rockets,Golden State Warriors
1995,Cleveland Cavaliers,New Jersey Nets
1995,Los Angeles Clippers,Los Angeles Lakers
1995,Milwaukee Bucks,Indiana Pacers
1995,Washington Bullets,Atlanta Hawks
1995,Seattle SuperSonics,Denver Nuggets
1995,New Jersey Nets,Dallas Mavericks
1995,Phoenix Suns,Los Angeles Clippers
1995,Miami Heat,Chicago Bulls
1995,San Antonio Spurs,Detroit Pistons
1995,Orlando Magic,Boston Celtics
1995,Los Angeles Lakers,Charlotte Hornets
1995,Atlanta Hawks,Dallas Mavericks
1995,Boston Celtics,Orlando Magic
1995,Denver Nuggets,Philadelphia 76ers
1995,New York Knicks,Sacramento Kings
1995,Houston Rockets,Detroit Pistons
1995,Charlotte Hornets,Sacramento Kings
1995,Utah Jazz,Los Angeles Clippers
1995,San Antonio Spurs,Phoenix Suns
1995,Seattle SuperSonics,Minnesota Timberwolves
1995,Milwaukee Bucks,Washington Bullets
1995,Los Angeles Lakers,Philadelphia 76ers
1995,New Jersey Nets,Indiana Pacers
1995,Washington Bullets,Dallas Mavericks
1995,Houston Rockets,San Antonio Spurs
1995,New York Knicks,Cleveland Cavaliers
1995,Atlanta Hawks,Chicago Bulls
1995,Denver Nuggets,Los Angeles Clippers
1995,Phoenix Suns,Boston Celtics
1995,Detroit Pistons,Sacramento Kings
1995,Milwaukee Bucks,Orlando Magic
1995,Golden State Warriors,Philadelphia 76ers
1995,Cleveland Cavaliers,Miami Heat
1995,Charlotte Hornets,Chicago Bulls
1995,Seattle SuperSonics,Los Angeles Lakers
1995,Indiana Pacers,Miami Heat
1995,Phoenix Suns,Utah Jazz
1995,Washington Bullets,Denver Nuggets
1995,New York Knicks,Houston Rockets
1995,Minnesota Timberwolves,Orlando Magic
1995,Utah Jazz,Boston Celtics
1995,Philadelphia 76ers,Denver Nuggets
1995,Golden State Warriors,Seattle SuperSonics
1995,Sacramento Kings,Los Angeles Clippers
1995,San Antonio Spurs,Atlanta Hawks
1995,Milwaukee Bucks,Chicago Bulls
1995,New Jersey Nets,Cleveland Cavaliers
1995,Charlotte Hornets,Detroit Pistons
1995,Los Angeles Clippers,Boston Celtics
1995,Chicago Bulls,Detroit Pistons
1995,Minnesota Timberwolves,Indiana Pacers
1995,Phoenix Suns,Golden State Warriors
1995,Orlando Magic,Philadelphia 76ers
1995,New York Knicks,Miami Heat
1995,Washington Bullets,Houston Rockets
1995,Dallas Mavericks,Atlanta Hawks
1995,Sacramento Kings,Los Angeles Lakers
1995,Milwaukee Bucks,Cleveland Cavaliers
1995,Miami Heat,New York Knicks
1995,New Jersey Nets,Denver Nuggets
1995,Charlotte Hornets,Houston Rockets
1995,Utah Jazz,San Antonio Spurs
1995,Los Angeles Lakers,Seattle SuperSonics
1995,Philadelphia 76ers,Minnesota Timberwolves
1995,Golden State Warriors,Boston Celtics
1995,Chicago Bulls,Washington Bullets
1995,Indiana Pacers,Detroit Pistons
1995,Cleveland Cavaliers,Orlando Magic
1995,Minnesota Timberwolves,Washington Bullets
1995,Miami Heat,Milwaukee Bucks
1995,Denver Nuggets,Atlanta Hawks
1995,Detroit Pistons,New York Knicks
1995,Sacramento Kings,Boston Celtics
1995,Orlando Magic,Indiana Pacers
1995,Seattle SuperSonics,Golden State Warriors
1995,New Jersey Nets,Charlotte Hornets
1995,Houston Rockets,Los Angeles Clippers
1995,San Antonio Spurs,Utah Jazz
1995,Denver Nuggets,Golden State Warriors
1995,Seattle SuperSonics,Chicago Bulls
1995,Los Angeles Clippers,Houston Rockets
1995,Detroit Pistons,Charlotte Hornets
1995,Milwaukee Bucks,Minnesota Timberwolves
1995,Atlanta Hawks,New Jersey Nets
1995,Indiana Pacers,New York Knicks
1995,Miami Heat,Washington Bullets
1995,Boston Celtics,Cleveland Cavaliers
1995,Utah Jazz,Phoenix Suns
1995,Los Angeles Lakers,San Antonio Spurs
1995,Sacramento Kings,Houston Rockets
1995,Orlando Magic,Dallas Mavericks
1995,Dallas Mavericks,Phoenix Suns
1995,Seattle SuperSonics,San Antonio Spurs
1995,New York Knicks,Milwaukee Bucks
1995,Los Angeles Clippers,Utah Jazz
1995,Cleveland Cavaliers,Philadelphia 76ers
1995,Minnesota Timberwolves,Golden State Warriors
1995,Detroit Pistons,Washington Bullets
1995,Denver Nuggets,Los Angeles Lakers
1995,Charlotte Hornets,Indiana Pacers
1995,Philadelphia 76ers,Atlanta Hawks
1995,New Jersey Nets,Detroit Pistons
1995,Golden State Warriors,Chicago Bulls
1995,Orlando Magic,New York Knicks
1995,Miami Heat,Seattle SuperSonics
1995,Boston Celtics,Minnesota Timberwolves
1995,Charlotte Hornets,Washington Bullets
1995,Phoenix Suns,Houston Rockets
1995,San Antonio Spurs,Sacramento Kings
1995,Los Angeles Clippers,Los Angeles Lakers
1995,New Jersey Nets,Boston Celtics
1995,Dallas Mavericks,Utah Jazz
1995,Cleveland Cavaliers,Indiana Pacers
1995,Detroit Pistons,Atlanta Hawks
1995,Milwaukee Bucks,Philadelphia 76ers
1995,Phoenix Suns,Chicago Bulls
1995,Golden State Warriors,Los Angeles Clippers
1995,Philadelphia 76ers,New York Knicks
1995,Atlanta Hawks,Seattle SuperSonics
1995,Indiana Pacers,Orlando Magic
1995,Dallas Mavericks,San Antonio Spurs
1995,Washington Bullets,Miami Heat
1995,Charlotte Hornets,Milwaukee Bucks
1995,Los Angeles Lakers,Denver Nuggets
1995,Detroit Pistons,Cleveland Cavaliers
1995,Orlando Magic,Seattle SuperSonics
1995,Sacramento Kings,Chicago Bulls
1995,Houston Rockets,Utah Jazz
1995,Indiana Pacers,Cleveland Cavaliers
1995,Boston Celtics,Charlotte Hornets
1995,Atlanta Hawks,Golden State Warriors
1995,Philadelphia 76ers,Washington Bullets
1995,Phoenix Suns,Los Angeles Lakers
1995,Utah Jazz,Denver Nuggets
1995,New Jersey Nets,Milwaukee Bucks
1995,Minnesota Timberwolves,Dallas Mavericks
1995,Miami Heat,Detroit Pistons
1995,New York Knicks,Golden State Warriors
1995,Los Angeles Lakers,Chicago Bulls
1995,Sacramento Kings,San Antonio Spurs
1995,Milwaukee Bucks,Dallas Mavericks
1995,Houston Rockets,Denver Nuggets
1995,Washington Bullets,Charlotte Hornets
1995,Philadelphia 76ers,Seattle SuperSonics
1995,Miami Heat,Atlanta Hawks
1995,Cleveland Cavaliers,Phoenix Suns
1995,Detroit Pistons,Los Angeles Clippers
1995,Utah Jazz,Minnesota Timberwolves
1995,Chicago Bulls,Golden State Warriors
1995,New York Knicks,Phoenix Suns
1995,Orlando Magic,Milwaukee Bucks
1995,Atlanta Hawks,Charlotte Hornets
1995,Washington Bullets,Los Angeles Clippers
1995,Dallas Mavericks,Sacramento Kings
1995,Seattle SuperSonics,Los Angeles Lakers
1995,Detroit Pistons,Miami Heat
1995,San Antonio Spurs,Denver Nuggets
1995,Houston Rockets,Minnesota Timberwolves
1995,Indiana Pacers,Philadelphia 76ers
1995,Utah Jazz,New Jersey Nets
1995,Denver Nuggets,New Jersey Nets
1995,Milwaukee Bucks,Miami Heat
1995,Charlotte Hornets,New York Knicks
1995,Boston Celtics,Golden State Warriors
1995,Dallas Mavericks,Minnesota Timberwolves
1995,Philadelphia 76ers,Phoenix Suns
1995,Atlanta Hawks,Cleveland Cavaliers
1995,Orlando Magic,Chicago Bulls
1995,New York Knicks,Los Angeles Clippers
1995,Seattle SuperSonics,Utah Jazz
1995,Washington Bullets,Golden State Warriors
1995,San Antonio Spurs,Houston Rockets
1995,Indiana Pacers,Phoenix Suns
1995,Boston Celtics,Los Angeles Clippers
1995,Charlotte Hornets,Atlanta Hawks
1995,Los Angeles Lakers,New Jersey Nets
1995,Utah Jazz,Sacramento Kings
1995,Philadelphia 76ers,Milwaukee Bucks
1995,Chicago Bulls,San Antonio Spurs
1995,Golden State Warriors,New Jersey Nets
1995,Miami Heat,Indiana Pacers
1995,Milwaukee Bucks,Houston Rockets
1995,Orlando Magic,Boston Celtics
1995,Seattle SuperSonics,Denver Nuggets
1995,Detroit Pistons,Philadelphia 76ers
1995,Sacramento Kings,Dallas Mavericks
1995,Minnesota Timberwolves,Phoenix Suns
1995,Utah Jazz,Dallas Mavericks
1995,Charlotte Hornets,Los Angeles Lakers
1995,Cleveland Cavaliers,Los Angeles Clippers
1995,Phoenix Suns,Orlando Magic
1995,Indiana Pacers,San Antonio Spurs
1995,New Jersey Nets,Washington Bullets
1995,Chicago Bulls,Houston Rockets
1995,Minnesota Timberwolves,Charlotte Hornets
1995,Miami Heat,New York Knicks
1995,Atlanta Hawks,Boston Celtics
1995,Los Angeles Clippers,Sacramento Kings
1995,Milwaukee Bucks,Detroit Pistons
1995,Dallas Mavericks,Seattle SuperSonics
1995,Denver Nuggets,Cleveland Cavaliers
1995,Philadelphia 76ers,Los Angeles Lakers
1995,Chicago Bulls,Minnesota Timberwolves
1995,Washington Bullets,Philadelphia 76ers
1995,Utah Jazz,Cleveland Cavaliers
1995,Indiana Pacers,Atlanta Hawks
1995,Charlotte Hornets,New Jersey Nets
1995,Boston Celtics,Los Angeles Lakers
1995,Denver Nuggets,Orlando Magic
1995,Dallas Mavericks,New York Knicks
1995,Detroit Pistons,Houston Rockets
1995,Miami Heat,San Antonio Spurs
1995,Houston Rockets,New York Knicks
1995,Minnesota Timberwolves,Seattle SuperSonics
1995,Sacramento Kings,Golden State Warriors
1995,Milwaukee Bucks,Washington Bullets
1995,Chicago Bulls,Milwaukee Bucks
1995,Los Angeles Clippers,Cleveland Cavaliers
1995,Indiana Pacers,Los Angeles Lakers
1995,Detroit Pistons,Utah Jazz
1995,Charlotte Hornets,San Antonio Spurs
1995,Atlanta Hawks,Philadelphia 76ers
1995,Dallas Mavericks,Orlando Magic
1995,Miami Heat,Boston Celtics
1995,Seattle SuperSonics,Cleveland Cavaliers
1995,Phoenix Suns,Denver Nuggets
1995,Orlando Magic,Charlotte Hornets
