season,home_team,away_team
1979,San Antonio Spurs,Golden State Warriors
1979,New Jersey Nets,Atlanta Hawks
1979,Kansas City Kings,Philadelphia 76ers
1979,Chicago Bulls,Houston Rockets
1979,Denver Nuggets,Cleveland Cavaliers
1979,San Diego Clippers,Los Angeles Lakers
1979,New Orleans Jazz,Indiana Pacers
1979,Los Angeles Lakers,Cleveland Cavaliers
1979,Phoenix Suns,Denver Nuggets
1979,Atlanta Hawks,Washington Bullets
1979,New York Knicks,San Antonio Spurs
1979,Houston Rockets,Detroit Pistons
1979,Golden State Warriors,Indiana Pacers
1979,Milwaukee Bucks,San Diego Clippers
1979,New Orleans Jazz,Seattle SuperSonics
1979,Philadelphia 76ers,Boston Celtics
1979,Los Angeles Lakers,Denver Nuggets
1979,Washington Bullets,San Antonio Spurs
